"STATION"	"NAME"	"LATITUDE"	"LONGITUDE"	"ELEVATION"	"DATE"	"AWND"	"DAPR"	"MDPR"	"PGTM"	"PRCP"	"SN52"	"SNOW"	"SNWD"	"SX52"	"TAVG"	"TMAX"	"TMIN"	"TOBS"	"WDF2"	"WDF5"	"WESD"	"WESF"	"WSF2"	"WSF5"	"WSFG"	"WT01"	"WT02"	"WT03"	"WT04"	"WT06"	"WT08"	"WT11"
"US1MIWS0042"	"ANN ARBOR 4.5 W	 MI US"	"42.2781"	"-83.8188"	"278.6"	"2017-12-25"					"0.29"		"3.6"	"3.6"								"0.3"	"0.3"										
"US1MIWS0042"	"ANN ARBOR 4.5 W	 MI US"	"42.2781"	"-83.8188"	"278.6"	"2017-12-26"					"0.15"		"3.0"	"6.0"									"0.1"										
"US1MIWS0042"	"ANN ARBOR 4.5 W	 MI US"	"42.2781"	"-83.8188"	"278.6"	"2017-12-27"					"0.00"			"5.5"																			
"US1MIWS0042"	"ANN ARBOR 4.5 W	 MI US"	"42.2781"	"-83.8188"	"278.6"	"2017-12-28"					"0.00"		"0.0"	"5.0"																			
"US1MIWS0042"	"ANN ARBOR 4.5 W	 MI US"	"42.2781"	"-83.8188"	"278.6"	"2017-12-29"					"0.04"		"0.8"	"5.5"																			
"US1MIWS0042"	"ANN ARBOR 4.5 W	 MI US"	"42.2781"	"-83.8188"	"278.6"	"2017-12-30"					"0.04"		"0.8"	"7.0"																			
"US1MIWS0042"	"ANN ARBOR 4.5 W	 MI US"	"42.2781"	"-83.8188"	"278.6"	"2017-12-31"					"0.00"			"5.0"																			
"US1MIWS0042"	"ANN ARBOR 4.5 W	 MI US"	"42.2781"	"-83.8188"	"278.6"	"2018-01-01"					"0.00"		"0.0"	"4.5"																			
"US1MIWS0042"	"ANN ARBOR 4.5 W	 MI US"	"42.2781"	"-83.8188"	"278.6"	"2018-01-02"					"0.00"		"0.0"	"4.0"																			
"US1MIWS0042"	"ANN ARBOR 4.5 W	 MI US"	"42.2781"	"-83.8188"	"278.6"	"2018-01-03"					"0.00"			"4.5"																			
"US1MIWS0042"	"ANN ARBOR 4.5 W	 MI US"	"42.2781"	"-83.8188"	"278.6"	"2018-01-04"					"0.02"		"0.4"	"4.5"																			
"US1MIWS0042"	"ANN ARBOR 4.5 W	 MI US"	"42.2781"	"-83.8188"	"278.6"	"2018-01-05"					"0.00"			"4.5"																			
"US1MIWS0042"	"ANN ARBOR 4.5 W	 MI US"	"42.2781"	"-83.8188"	"278.6"	"2018-01-06"					"0.00"		"0.0"	"4.5"																			
"US1MIWS0042"	"ANN ARBOR 4.5 W	 MI US"	"42.2781"	"-83.8188"	"278.6"	"2018-01-07"					"0.00"		"0.0"	"4.0"																			
"US1MIWS0042"	"ANN ARBOR 4.5 W	 MI US"	"42.2781"	"-83.8188"	"278.6"	"2018-01-08"					"0.15"		"1.2"	"5.0"									"0.1"										
"US1MIWS0042"	"ANN ARBOR 4.5 W	 MI US"	"42.2781"	"-83.8188"	"278.6"	"2018-01-09"					"0.02"		"0.1"	"5.0"																			
"US1MIWS0042"	"ANN ARBOR 4.5 W	 MI US"	"42.2781"	"-83.8188"	"278.6"	"2018-01-10"					"0.00"		"0.0"	"5.0"																			
"US1MIWS0042"	"ANN ARBOR 4.5 W	 MI US"	"42.2781"	"-83.8188"	"278.6"	"2018-01-11"					"0.02"			"0.0"																			
"US1MIWS0042"	"ANN ARBOR 4.5 W	 MI US"	"42.2781"	"-83.8188"	"278.6"	"2018-01-12"					"0.18"																						
"US1MIWS0042"	"ANN ARBOR 4.5 W	 MI US"	"42.2781"	"-83.8188"	"278.6"	"2018-01-13"					"0.19"		"1.5"	"1.5"									"0.2"										
"US1MIWS0042"	"ANN ARBOR 4.5 W	 MI US"	"42.2781"	"-83.8188"	"278.6"	"2018-01-14"					"0.00"			"1.5"																			
